date,name,age,comments
2006-10-17,"Miriam Engelberg,",48,"American graphic author (Cancer Made Me a Shallower Person), metastatic breast cancer. [128]"
2006-10-17,"Christopher Glenn,",68,"American CBS News radio and television news anchor, liver cancer. [129]"
2006-10-17,"Megan Meier,",13,"American cyberbullying victim, suicide by hanging. [130]"
2006-10-17,"Ursula Moray Williams,",95,British children's author. [131]
2006-10-17,"Lieuwe Steiger,",82,"Dutch goalkeeper for PSV Eindhoven (1942–1957, 1959) and The Netherlands (1953–1954). [132] (Dutch)"
2006-10-17,"Marcia Tucker,",66,"American curator, founder of the New Museum of Contemporary Art. [133]"
2006-10-18,"Don R. Christensen,",90,American animator and cartoonist. [134]
2006-10-18,"Marc Hodler,",87,"Swiss president of the International Ski Federation (1951–1998), International Olympic Committee whistleblower, stroke. [135]"
2006-10-18,"Mario Francesco Pompedda,",77,"Italian cardinal, Prefect of the Apostolic Signatura (1999–2004), brain hemorrhage. [136]"
2006-10-18,"Anna Russell,",94,British-born Canadian comedian and classical music satirist. [137]
2006-10-18,"Laurie Taitt,",72,British sprint hurdler. [138]
2006-10-18,"Alvin M. Weinberg,",91,American Manhattan Project scientist and former director of Oak Ridge National Laboratory. [139]
2006-10-19,"Ralph Harris, Baron Harris of High Cross,",81,"British life peer, founder of the Institute of Economic Affairs, heart attack. [140]"
2006-10-19,"Michael Johnson,",29,"American criminal, suicide prior to execution. [141]"
2006-10-19,"Phyllis Kirk,",79,"American actress (House of Wax, The Thin Man), post cerebral aneurysm. [142]"
2006-10-20,"Don Burroughs,",75,"American football player (1955–1964), cancer. [144]"
2006-10-20,"Irene Galitzine,",90,Russian-born Italian fashion designer. [145]
2006-10-20,"Maxi Herber,",86,"German figure skater, gold medal winner at the 1936 Winter Olympics, Parkinson's disease. [146]"
2006-10-20,"Lawrence Kolb,",95,"American psychiatrist, leader in community mental health movement. [147]"
2006-10-20,"Eric Newby,",86,British travel writer. [148]
2006-10-20,"Jane Wyatt,",96,"American actress (Father Knows Best, Star Trek), natural causes. [149]"
2006-10-21,"Peter Barkworth,",77,"British actor, bronchopneumonia following a stroke. [150]"
2006-10-21,"Paul Biegel,",81,Dutch writer of children's literature. [151] (Dutch)
2006-10-21,"Pye Chamberlayne,",68,"American radio journalist, heart attack. [152]"
2006-10-21,"Daryl Duke,",77,"Canadian film director (The Thorn Birds), pulmonary fibrosis. [153]"
2006-10-21,"Howard Lawson,",92,British cricketer (Hampshire). [155]
2006-10-21,"Bob Mann,",82,American football player (Detroit Lions). [156]
2006-10-21,"Arthur Peacocke,",81,British scientist and theologian. [157]
2006-10-21,"Milton Selzer,",87,American actor. [158]
2006-10-21,"Paul Walters,",59,British BBC radio and TV producer. [159]
2006-10-21,"Sandy West,",47,"American drummer and vocalist (The Runaways), lung cancer. [160]"
2006-10-21,"Urien Wiliam,",76,British writer. [161]
2006-10-22,"Choi Kyu-hah,",87,South Korean president (1979–1980). [162]
2006-10-22,"Nelson de la Rosa,",38,"Dominican actor, ""World's Shortest Man"" in the 1989 Guinness Book of Records. [163]"
2006-10-22,"Masayuki Fujio,",89,Japanese former minister of education. [164] (Japanese)
2006-10-22,"Arthur Hill,",84,"Canadian Tony Award-winning actor (Who's Afraid of Virginia Woolf?), Alzheimer's disease. [165]"
2006-10-22,"Richard Mayes,",83,British stage and television actor. [167]
2006-10-22,"Michael Mayne,",77,"British clergyman, Dean of Westminster Abbey (1986–1996), cancer of the jaw. [168]"
2006-10-23,"Leonid Hambro,",86,American concert pianist. [169]
2006-10-23,"Jane Elizabeth Hodgson,",91,American doctor and abortion rights advocate. [170]
2006-10-23,"Bruno Lauzi,",69,"Italian singer and composer, Parkinson's disease. [171] (Italian)"
2006-10-23,"Lebo Mathosa,",29,"South African singer, car accident. [172]"
2006-10-23,"Egon Piechaczek,",69,Polish football player and coach. [173]
2006-10-23,"Todd Skinner,",48,"American free climber, climbing accident. [174]"
2006-10-23,"Rein Strikwerda,",76,Dutch doctor and knee injury specialist. [175]
2006-10-24,"Jeffrey Lundgren,",56,"American convicted murderer, executed by lethal injection. [177]"
2006-10-24,"Enolia McMillan,",102,"American civil rights activist, first female president of the NAACP, heart failure. [178]"
2006-10-24,"Benjamin Meed,",88,Polish-born American president and co-founder of the American Gathering of Jewish Holocaust Survivors. [179]
2006-10-24,"Jack Radtke,",93,American baseball player. [180]
2006-10-24,"William Montgomery Watt,",97,British professor of Arabic and Islamic Studies at the University of Edinburgh. [181]
2006-10-25,"Paul Ableman,",79,British playwright and novelist. [182]
2006-10-25,"Richard Cleaver,",89,"Australian politician, MHR for Swan (1955–1969). [183]"
2006-10-25,"Kintaro Ohki,",77,"South Korean wrestler, heart attack. [184]"
2006-10-25,"Danny Rolling,",52,"American convicted murderer, executed by lethal injection. [185]"
2006-10-26,"Gary Coull,",52,"Canadian journalist, co-founder of CLSA, cancer. [186]"
2006-10-26,"Tillman Franks,",86,"American bassist, songwriter and country music manager, natural causes. [188]"
2006-10-26,"Ralph R. Harding,",77,American congressman from Idaho (1961–1965). [189]
2006-10-26,"Pontus Hultén,",82,Swedish art collector and museum director. [190]
2006-10-26,"John Kentish,",96,British operatic tenor. [191]
2006-10-26,"Kojima Nobuo,",91,"Japanese author, pneumonia. [192] (Japanese)"
2006-10-26,"Theodore Taylor,",85,"American writer (The Cay), heart attack. [193]"
2006-10-27,"John Broadbent,",92,Australian Army officer and lawyer. [194]
2006-10-27,"Jozsef Gregor,",66,Hungarian opera singer. [195]
2006-10-27,"Thomas R. Jones,",93,American jurist and civil rights activist. [196]
2006-10-27,"Ghulam Ishaq Khan,",91,"President of Pakistan (1988–1993), pneumonia. [197]"
2006-10-27,"Marlin McKeever,",66,"American former football player, head injuries from a fall. [198]"
2006-10-27,"Joe Niekro,",61,"American Major League Baseball pitcher, brain aneurysm. [199]"
2006-10-27,"Muhammad Qasim,",32,"Pakistani field hockey goalkeeper, cancer. [200]"
2006-10-27,"Albrecht von Goertz,",92,German-born American car designer. [201]
2006-10-27,"Bradley Roland Will,",36,"American Indymedia reporter, shot whilst covering the 2006 Oaxaca protests. [202]"
2006-10-28,"Red Auerbach,",89,"American coach of the Boston Celtics (1950–1966), heart attack. [203]"
2006-10-28,"Tina Aumont,",60,"French actress, pulmonary embolism. [204] (Italian)"
2006-10-28,"Trevor Berbick,",51,"Jamaican former heavyweight boxing champion, last boxer to face Muhammad Ali, homicide. [206]"
2006-10-28,"Brian Brolly,",70,"British co-manager of Wings (1973–1978), Managing Director of RUG (1978–1988), co-founder of Classic FM, heart attack. [207]"
2006-10-28,"Henry Fok,",83,"Hong Kong businessman, philanthropist and CCPPC official, lymphoma. [208]"
2006-10-28,"Richard Gilman,",83,"American drama and literary critic, lung cancer. [209]"
2006-10-28,"Peter Gingold,",90,German anti-fascist. [210] (German)
2006-10-28,"Marijohn Wilkin,",86,"American country songwriter, member of the Nashville Songwriters Hall of Fame, heart failure. [211]"
2006-10-29,"Nigel Kneale,",84,"British scriptwriter (The Quatermass Experiment), stroke. [212]"
2006-10-29,"Muhammadu Maccido,",78,"Nigerian Sultan of Sokoto, Muslim spiritual leader, aeroplane crash. [213]"
2006-10-29,"Silas Simmons,",111,"American Negro league baseball player, oldest known professional baseball player. [214]"
2006-10-30,"Clifford Geertz,",80,"American cultural anthropologist, complications following heart surgery. [215]"
2006-10-30,"Jens Christian Hauge,",91,"Norwegian World War II resistance leader, first postwar defence minister, natural causes. [216]"
2006-10-30,"Junji Kinoshita,",92,"Japanese playwright, pneumonia. [217]"
2006-10-30,"Ian Rilen,",58,"Australian bass player (Rose Tattoo), bladder cancer. [218]"
2006-10-30,"Aud Schønemann,",83,Norwegian actress. [219] (Norwegian)
2006-10-30,"Mose Tolliver,",82,"American folk artist, pneumonia. [220]"
2006-1-1,"Frank Cary,",85,"American businessman, chairman of IBM (1973–1981), natural causes. [1]"
2006-1-1,"Mapita Cortés,",75,"Mexican actress, cancer. [2]"
2006-1-1,"Bryan Harvey,",49,"American musician (House of Freaks, Gutterball), murdered. [3]"
2006-1-1,"Dawn Lake,",78,"Australian entertainer, widow of Bobby Limb. [4]"
2006-1-1,"John Latham,",84,"Zambian artist, natural causes. [5]"
2006-1-1,"Paul Lindblad,",64,"American baseball player (Oakland Athletics), Alzheimer's disease. [6]"
2006-1-1,"Dragan Lukić,",77,"Serbian writer, after long illness. [7]"
2006-1-1,"Harry Magdoff,",92,"American socialist and editor, natural causes. [8]"
2006-1-1,"Charles O. Porter,",86,"American politician, Representative from Oregon (1957–1961), Alzheimer's disease. [9]"
2006-1-1,"Gideon Rodan,",71,"American biochemist, cancer. [10]"
2006-1-1,"Hubert Schoemaker,",55,"Dutch chemist, co-founder of Centocor, brain cancer. [11]"
2006-1-1,"Charles Steen,",81,American geologist and businessman. [12]
2006-1-2,"Frank Butler,",89,British sports journalist. [13]
2006-1-2,"Raul Davila,",74,"Puerto Rican actor and television producer, heart attack. [14]"
2006-1-2,"Ofelia Fox,",82,"Cuban nightclub owner (Tropicana Club), cancer. [15]"
2006-1-2,"Osa Massen,",91,Danish actress. [16]
2006-1-2,"Klemens Mielczarek,",85,Polish actor. [17]
2006-1-2,"Michael S. Smith,",59,American jazz drummer. [18]
2006-1-2,"Frank Wilkinson,",91,"American civil liberties activist, natural causes. [20]"
2006-1-2,"John Wojtowicz,",60,"American bankrobber, cancer. [21]"
2006-1-2,"John Woodnutt,",81,British actor. [22]
2006-1-2,"Lidia Wysocka,",89,Polish actress. [23]
2006-1-3,"Urbano Lazzaro,",81,"Italian resistance fighter, capture of Benito Mussolini. [24]"
2006-1-3,"Steve Rogers,",51,"Australian rugby league player, apparent suicide. [25]"
2006-1-3,"Sir William Skate,",52,"Papua New Guinean politician, Prime Minister (1997–1999), stroke. [26]"
2006-1-3,"Bruce Wilson,",64,"Australian journalist, cancer. [27]"
2006-1-4,"John Hahn-Petersen,",75,"Danish actor, heart attack. [28]"
2006-1-4,"Sophie Heathcote,",33,Australian actress. [29]
2006-1-4,"Milton Himmelfarb,",87,American essayist. [30]
2006-1-4,"Stan Hunt,",76,American cartoonist. [31]
2006-1-4,"Irving Layton,",93,"Canadian poet, complications from Alzheimer's disease. [32]"
2006-1-4,"Sheikh Maktoum bin Rashid Al Maktoum,",62,"Ruler of Dubai and Prime Minister of the United Arab Emirates, heart attack. [33]"
2006-1-4,"Gretl Schörg,",91,German actress. [34]
2006-1-4,"Lourdes Van-Dúnem,",70,"Angolan singer, typhoid fever. [35]"
2006-1-4,"Nel van Vliet,",79,Dutch swimmer. [36]
2006-1-5,"Ramona Bell,",47,"wife of broadcaster Art Bell, asthma attack. [37]"
2006-1-5,"Rod Dedeaux,",91,"American college baseball coach, complications from a stroke. [38]"
2006-1-5,"Keizo Miura,",101,Japanese mountaineer. [39]
2006-1-5,"Lord Merlyn-Rees,",85,"former British Home Secretary, following a number of falls. [40]"
2006-1-5,"Ken Mosdell,",83,Former Montreal Canadiens Hockey player. [41]
2006-1-5,"Mark Roberts,",84,American actor. [42]
2006-1-5,"Simon Shanks, 34, American football player, linebacker for the Arizona Cardinals in",1995,murdered by home intruder. [43]
2006-1-5,"Rachel Squire,",51,"British Labour Member of Parliament for Dunfermline and West Fife, stroke. [44]"
2006-1-5,"Alex St. Clair,",64,"American musician, primarily with Captain Beefheart. [45]"
2006-1-6,"Allaire du Pont,",92,"American thoroughbred enthusiast, owner of Kelso, natural causes. [47]"
2006-1-6,"Roshan Khan,",76,"Pakistani squash player, father of Jahangir Khan complications from a heart attack and coma. [48]"
2006-1-6,"Comandante Ramona,",47,"Tzotzil Indian Zapatista rebel leader and women's rights advocate, kidney disease and tuberculosis. [49]"
2006-1-6,"Lou Rawls,",72,"American jazz and blues singer, lung and brain cancer. [50][51][52][53]"
2006-1-6,"Hugh Thompson, Jr.,",62,"Vietnam War helicopter pilot who helped stop the My Lai Massacre, removed from life support. [54][55]"
2006-1-6,"Stanley Roger Tupper,",84,former Republican United States Representative from Maine from 1961 - 1967.
2006-1-7,"Urano Teixeira da Matta Bacellar,",58,"Head of the UN peacekeeping force in Haiti, suicide. [57]"
2006-1-7,"Heinrich Harrer,",93,"Austrian mountaineer, sportsman, geographer and author. [58][59]"
2006-1-7,"Alf McMichael,",78,Northern Irish footballer. [60]
2006-1-7,"Jim Zulevic,",40,"American actor, heart attack. [61]"
2006-1-8,"Tony Banks, Baron Stratford,",62,"former British Minister for Sport, stroke and cerebral hemorrhage. [62]"
2006-1-8,"Elson Becerra,",27,"Colombian football player, shot. [63]"
2006-1-8,"Alex Elmsley,",76,"English magician, heart attack. [64]"
2006-1-8,"Georg Wilhelm, Prince of Hanover,",90,educator and Olympian. [65]
2006-1-8,"David Rosenbaum,",63,"New York Times reporter, head injury during mugging. [66]"
2006-1-8,"Mimmo Rotella,",87,"Italian artist, illness. [67]"
2006-1-8,"Raatbek Sanatbayev,",36,"Kyrgyz Olympic Greco-Roman wrestler and candidate for National Olympic Committee president, shot [68]"
2006-1-9,"Andy Caldecott,",41,"Australian Dakar Rally motorcycle rider, fatal neck injury sustained in an accident in Mauritania. [69]"
2006-1-9,"Patricia Hitt,",87,"Assistant United States Secretary of Health, Education, and Welfare under President Nixon, natural causes. [70]"
2006-1-9,"Selwyn Hughes,",77,British fundamentalist evangelical who founded Crusade for World Revival
2006-1-9,"Mikk Mikiver,",68,Estonian stage director and actor.
2006-1-9,"Gordon Smith,",55,Canadian inventor (KISS rebreather). [71]
2006-1-9,"Jack Snow,",62,"American NFL player and radio announcer, complications from a staph infection. [72]"
2006-1-9,"Don Stewart,",70,"American actor (The Guiding Light), lung cancer. [73]"
2006-1-10,"Ira B. Black,",64,"American neuroscientist, founder of the Stem Cell Institute of New Jersey, infection related to a tumor. [74]"
2006-1-10,"Dave Brown,",52,"American NFL player, heart attack. [75]"
2006-1-10,"Elliot Forbes,",88,Harvard University professor and Beethoven scholar. [76]
2006-1-10,"Sidney Frank,",86,"American businessman and philanthropist, heart failure. [77]"
2006-1-10,"Alethea Hayter,",94,British writer. [78]
2006-1-10,"Dennis Marks,",73,American animation writer-producer. [79]
2006-1-10,"John Sinibaldi,",92,American Olympic cyclist. [80]
2006-1-11,"Eric Namesnik,",35,"American Olympic swimmer, injuries from a car crash."
2006-1-11,"Mark Spoon,",39,"German DJ, prominent figure in trance music and member of (Jam & Spoon), heart attack. [81]"
2006-1-12,"William Matthew Byrne, Jr.,",75,"presiding judge in the trial of Daniel Ellsberg, pulmonary fibrosis. [82][83]"
2006-1-12,"Brendan Cauldwell,",83,"Irish actor, died in sleep."
2006-1-12,"Eldon Dedini,",84,"American cartoonist, esophageal cancer. [84]"
2006-1-12,"Shaikh Faisal bin Hamad Al Khalifa,",15,"Bahraini prince, injuries from a car crash. [85]"
2006-1-12,"Anne Meacham,",80,"American stage (Suddenly, Last Summer) and television actress (Another World). [87]"
2006-1-12,"Meinrad Schütter,",95,Swiss composer. [88]
2006-1-13,"Gordon Atkinson,",83,Canadian broadcaster and politician. [90] (French)
2006-1-13,"Richard Dalitz,",80,"Australian physicist, expert in exotic particles, studied quarks. [91]"
2006-1-13,"Frank Fixaris,",71,"American sportscaster, house fire. [92]"
2006-1-13,"Ron Jessie,",57,"American NFL wide receiver, heart attack. [93]"
2006-1-13,"Marc Potvin,",38,"Canadian NHL player, found dead in his hotel room in Michigan, suicide."
2006-1-13,"Joan Root,",69,"American wildlife conservationist, shot to death. [94]"
2006-1-14,"Henri Colpi,",84,Swiss film director and cinematographer. [95]
